timestamp,exercise_type,shoulder_height_diff,hip_height_diff,knee_height_diff,ankle_height_diff,elbow_height_diff,wrist_height_diff,ear_height_diff,squat_angle,plank_angle,left_shoulder_x,left_shoulder_y,right_shoulder_y,right_shoulder_x,left_hip_x,left_hip_y,right_hip_x,right_hip_y,left_knee_x,left_knee_y,right_knee_y,right_knee_x,left_ankle_x,left_ankle_y,right_ankle_x,right_ankle_y,left_elbow_x,left_elbow_y,right_elbow_x,right_elbow_y,left_wrist_x,left_wrist_y,right_wrist_x,right_wrist_y,left_ear_x,left_ear_y,right_ear_x,right_ear_y,""
1761241912204,SQUAT,44.06839,5.6444397,5.871826,4.407898,64.2746,49.10829,15.895813,NaN,NaN,312.08856,220.14076,176.07237,233.38448,278.1455,331.4889,225.50754,325.84445,269.57434,445.22913,439.3573,195.63348,260.88492,552.0667,197.2632,547.6588,312.60263,291.7409,194.30727,227.46631,298.7201,284.97034,229.67317,235.86205,310.28174,157.2153,278.54526,141.31949,
1761241912282,SQUAT,43.34372,8.8237915,4.870575,2.7581177,59.45218,37.161255,14.547501,NaN,NaN,314.19775,220.0004,176.65668,233.89642,276.39642,335.94226,223.15578,327.11847,268.68655,443.43134,438.56076,195.18001,262.3407,550.2804,198.53041,547.5223,313.84113,293.40338,195.68422,233.9512,293.7538,273.59708,229.86333,236.43582,311.93735,156.09526,279.1327,141.54776,
1761241912353,SQUAT,42.31047,9.333832,6.236908,3.3254395,59.58293,69.67319,13.310333,NaN,NaN,318.0075,219.94978,177.63931,235.7517,277.26508,337.38693,224.52623,328.0531,267.73215,444.42593,438.18903,195.50262,262.05103,550.3646,199.00069,547.0392,317.04178,294.81265,197.12088,235.22972,314.9594,308.38544,230.24274,238.71225,313.56448,155.09894,280.34424,141.7886,
1761241912432,SQUAT,42.304535,10.724609,8.089905,4.0550537,63.428314,80.228714,13.907639,NaN,NaN,318.62833,220.41959,178.11505,237.26909,277.49136,334.08337,225.09163,323.35876,268.14365,443.8095,435.7196,194.95569,261.0368,551.223,198.88379,547.16797,318.85086,295.19513,193.71718,231.76682,316.89252,320.18683,227.74759,239.95811,314.1017,157.3947,282.92206,143.48706,
1761241912524,SQUAT,43.285492,10.995056,7.560425,6.1087036,67.84885,96.16809,15.166061,NaN,NaN,317.99463,221.23734,177.95184,239.58315,276.59262,335.91333,224.84918,324.91827,267.91287,443.13553,435.5751,194.91826,260.7765,551.7071,198.30338,545.5984,318.46475,296.24408,199.19118,228.39523,323.31024,335.7172,235.32712,239.5491,316.80853,158.34372,285.09192,143.17766,
1761241912595,SQUAT,44.585556,13.074829,9.384338,4.4121704,66.62785,68.31076,14.719727,NaN,NaN,323.6306,224.2131,179.62755,240.26184,273.5554,336.11462,221.96425,323.0398,266.45932,445.19922,435.81488,192.14027,260.57123,550.38684,198.46896,545.9747,320.17972,299.28775,197.68385,232.6599,306.2003,307.83298,234.8884,239.52222,320.79688,159.38043,286.33417,144.6607,
1761241912675,SQUAT,47.700195,13.978455,10.044098,5.905945,73.144775,34.74774,14.794113,NaN,NaN,323.32562,224.33362,176.63342,242.11172,270.60468,330.92847,220.3192,316.95,263.56662,445.92053,435.87643,189.56119,258.37634,553.3424,194.2821,547.43646,317.20197,303.90784,200.38084,230.76306,291.3752,273.06168,237.94452,238.31393,321.69736,159.80614,287.77695,145.01202,
1761241912755,SQUAT,49.490906,17.541748,10.402222,1.0939941,75.3197,38.73456,16.603745,NaN,NaN,324.65543,227.95471,178.4638,244.78712,264.92667,331.7618,217.26485,314.22006,259.68927,443.3408,432.93857,189.32317,262.50687,546.198,197.58502,545.104,317.38882,305.32678,200.03561,230.00708,294.15512,277.17236,239.7463,238.4378,326.35815,163.07074,292.17087,146.467,
1761241912838,SQUAT,48.812546,14.68573,9.792175,0.91192627,78.39894,51.730164,16.469345,NaN,NaN,325.63788,230.09412,181.28157,244.97023,263.79886,334.48334,213.4283,319.7976,258.18002,443.5115,433.71933,185.71246,261.71707,545.64264,196.0095,544.7307,323.12973,308.9871,191.79852,230.58815,298.22684,294.2919,241.06842,242.56174,326.93784,166.49147,293.74432,150.02213,
1761241912919,SQUAT,48.24037,13.066711,12.066467,0.51000977,78.340195,90.573,15.701355,NaN,NaN,326.3949,236.02843,187.78806,246.67223,261.78308,337.8122,210.95868,324.74548,258.71185,450.1247,438.05823,184.80339,260.56482,550.6769,195.74548,550.1669,323.65683,312.73602,197.81183,234.39583,318.93018,337.08606,244.69946,246.51306,327.09732,173.69286,297.93848,157.9915,
1761241912996,SQUAT,47.514847,17.57434,9.00235,2.7750854,80.89792,53.494843,14.018387,NaN,NaN,326.43872,244.81107,197.29622,248.56653,258.1338,346.55737,210.14803,328.98303,263.10843,450.80624,441.8039,185.04836,263.12872,548.17786,195.28403,550.95294,323.10434,321.86743,198.63676,240.96951,302.32138,307.98056,246.4676,254.48572,326.59457,181.82349,301.76764,167.8051,
1761241913110,SQUAT,44.107025,15.401642,16.505493,3.4604492,72.805176,73.386475,12.088577,NaN,NaN,324.81552,252.1799,208.07288,248.35991,255.20016,350.79773,207.82452,335.3961,263.51352,458.18164,441.67615,177.44456,264.6808,551.07574,195.1596,547.6153,324.0201,322.92178,200.75327,250.11661,314.9613,337.30872,250.87192,263.92224,325.7624,189.40971,303.79144,177.32114,
1761241913161,SQUAT,45.294434,16.784119,15.974213,3.2251587,79.46384,40.342896,14.208374,NaN,NaN,322.48724,264.38074,219.0863,248.67792,253.05296,359.62878,207.09709,342.84467,271.10858,463.62878,447.65457,175.51678,265.40445,552.5732,194.81908,549.348,319.57236,341.15964,196.02846,261.6958,299.14444,314.5381,251.16992,274.1952,325.95358,203.3038,301.63165,189.09543,
1761241913236,SQUAT,44.50229,12.876068,14.603516,5.4223633,78.37717,43.427887,14.124023,NaN,NaN,319.3037,272.83572,228.33344,248.3792,253.5632,361.26297,209.7431,348.3869,272.73178,460.0372,445.4337,172.97733,263.9884,557.13983,195.16293,551.71747,320.7639,350.63474,199.95636,272.25757,305.0079,331.85696,247.96317,288.42908,324.45242,214.63446,301.56796,200.51044,
1761241913316,SQUAT,48.155777,14.003967,9.517517,5.2645264,76.97165,21.84552,16.522919,NaN,NaN,322.8997,288.1387,239.98293,246.86714,253.90836,374.3756,206.45175,360.37164,273.31403,463.0333,453.51578,168.2375,263.53806,555.38806,193.51651,550.12354,317.53073,366.14923,196.20222,289.17758,296.44077,326.67996,252.64085,304.83444,325.21243,230.95142,301.04636,214.4285,
1761241913417,SQUAT,44.307983,17.626862,12.200317,7.677185,74.46649,15.095276,14.905914,NaN,NaN,322.70895,303.33206,259.02408,247.77686,254.0675,384.1052,208.59113,366.47833,272.2216,463.7976,451.5973,164.96594,262.81842,556.6894,192.7318,549.0122,317.1134,382.73434,195.12794,308.26785,286.75775,337.255,246.29391,322.15973,324.04126,246.61517,300.60025,231.70926,
1761241913481,SQUAT,47.000336,15.713806,16.204834,7.5426636,81.58191,26.742767,15.987976,NaN,NaN,318.9255,320.21072,273.2104,247.00218,252.35059,395.3874,205.95532,379.67358,269.6963,471.8719,455.66705,161.2306,262.61966,556.37177,191.26964,548.8291,306.6094,403.73538,197.37006,322.15347,288.38504,362.7088,251.24234,335.96603,322.76956,264.2331,297.8658,248.24512,
1761241913541,SQUAT,44.982147,16.06427,25.654602,12.656311,77.609406,35.256775,17.409576,NaN,NaN,316.1687,333.32608,288.34393,244.52039,252.99025,406.15994,206.35182,390.09567,267.18256,481.66174,456.00714,161.4973,262.0298,559.19916,191.66069,546.54285,307.09863,416.60385,193.76985,338.99445,284.35373,383.37305,247.89384,348.11627,320.7252,280.51434,291.4402,263.10477,
1761241913616,SQUAT,44.805847,17.811768,12.353699,14.518982,74.94763,33.75656,17.185516,NaN,NaN,315.607,351.3028,306.49695,240.92688,253.38263,421.53815,206.4755,403.72638,266.526,473.60547,461.25177,159.54906,262.79013,557.51575,190.65593,542.99677,302.45227,433.43274,189.70425,358.4851,283.2978,394.62735,246.57068,360.8708,318.82703,297.19608,290.88394,280.01056,
1761241913716,SQUAT,44.05771,16.57254,10.965576,8.260376,72.725586,35.640594,17.112518,NaN,NaN,311.90253,367.75873,323.70102,235.72072,253.13272,438.38718,206.98193,421.81464,266.9152,487.73285,476.76727,153.24792,262.649,554.68604,190.51648,546.42566,302.03986,453.3164,184.85948,380.59082,278.83258,409.28525,243.43019,373.64465,313.38324,313.46338,283.76294,296.35086,
1761241913792,SQUAT,43.18741,15.455109,18.052734,13.972778,70.42239,30.775269,16.7128,NaN,NaN,307.0426,382.354,339.1666,231.0108,252.35056,454.11096,204.61374,438.65585,267.02252,498.60175,480.549,146.65636,260.2785,561.38153,191.48453,547.40875,301.8582,466.95166,181.44824,396.52927,277.10208,418.90732,244.78395,388.13205,310.22733,327.1187,280.20132,310.4059,
1761241913874,SQUAT,44.79013,15.976776,9.239014,6.140442,66.61221,26.95169,17.072418,NaN,NaN,305.7147,397.37225,352.58212,229.16606,251.74405,471.71982,202.97687,455.74304,279.76462,493.88824,484.64923,140.90549,260.72595,552.9229,194.14175,546.7825,302.20944,479.786,182.79977,413.1738,272.04993,426.44525,245.10547,399.49356,307.42422,337.50412,277.7878,320.4317,
1761241913962,SQUAT,46.275574,18.848724,16.773987,8.960999,71.61847,33.74875,17.094604,NaN,NaN,304.20233,407.5155,361.23993,230.643,251.42902,485.4573,203.01202,466.60858,275.20312,506.09808,489.3241,139.109,260.26126,553.58496,194.2919,544.62396,304.3868,491.97766,184.27986,420.3592,273.9922,444.4827,242.53268,410.73395,306.4532,347.32428,275.2958,330.22968,
1761241914045,SQUAT,47.631714,15.545349,24.820251,18.818787,73.54959,25.930206,18.935272,NaN,NaN,303.3059,416.2378,368.60608,229.84383,247.9851,488.81293,200.0599,473.26758,276.64865,509.92505,485.1048,140.23062,257.37302,559.13245,193.76076,540.31366,300.2862,498.4931,181.45346,424.9435,273.5272,448.52423,244.60098,422.59402,307.1796,355.9702,274.33063,337.03494,
1761241914114,SQUAT,44.28302,18.700134,17.923859,19.1109,69.74658,24.297668,19.888672,NaN,NaN,303.30243,420.19363,375.9106,230.20177,248.20685,489.79904,202.81946,471.0989,256.02985,496.311,478.38715,143.5264,259.67615,558.89233,195.45003,539.78143,298.40378,500.69946,184.93355,430.95288,274.09045,460.66296,244.35287,436.3653,310.1379,366.48065,276.132,346.59198,
1761241914175,SQUAT,45.020355,16.859497,22.885254,20.731384,70.117004,25.50653,19.879059,NaN,NaN,304.76703,426.60538,381.58502,230.63432,250.78242,487.0357,204.49341,470.1762,246.43213,497.9692,475.08395,144.85863,250.4976,561.01733,196.50604,540.28595,298.02057,512.4026,183.16441,442.28558,278.82117,473.5645,248.49046,448.05798,312.055,372.94745,276.53552,353.0684,
1761241914240,SQUAT,45.714783,19.438599,20.747223,15.829285,64.75287,21.88092,20.45932,NaN,NaN,301.76184,430.20453,384.48975,228.63742,244.68764,487.38306,200.35385,467.94446,259.97314,496.9949,476.24768,141.22733,249.97519,557.2135,202.39062,541.3842,297.86612,510.81882,186.57663,446.06595,280.63318,480.4022,249.34767,458.52127,311.49698,378.66187,276.23264,358.20255,
1761241914322,SQUAT,45.142395,15.344543,15.997406,19.899841,61.358673,18.820923,23.395538,NaN,NaN,301.59164,430.6867,385.5443,228.16803,249.71332,482.17908,203.22931,466.83453,268.06897,494.37985,478.38245,143.65253,246.68738,559.6198,203.78749,539.72,297.8191,508.96146,189.30873,447.60278,284.86655,482.64563,249.05397,463.8247,309.41043,384.91208,274.62466,361.51654,
1761241914390,SQUAT,41.58191,15.079926,27.315063,15.692505,53.825134,18.64325,20.879883,NaN,NaN,300.65036,427.1579,385.576,227.38904,248.70604,479.7047,202.7537,464.6248,270.38217,497.96054,470.64548,151.09549,249.46887,556.5899,194.75201,540.8974,295.93762,502.26627,188.90187,448.44113,287.22678,481.0288,249.7124,462.38556,308.45544,382.6043,273.3465,361.72443,
1761241914460,SQUAT,41.673615,16.583282,27.656677,15.224548,47.92914,19.147858,19.315369,NaN,NaN,298.35028,422.00375,380.33014,225.28781,246.66376,475.44693,199.17058,458.86365,273.06216,494.91675,467.26007,157.19879,256.14648,557.1118,191.77005,541.88727,297.36353,493.729,187.8352,445.79987,279.44147,474.75885,248.86926,455.611,305.04602,375.99457,272.70053,356.6792,
1761241914526,SQUAT,39.88257,14.265381,38.275055,14.404175,46.380768,24.651917,20.108246,NaN,NaN,298.62595,412.46405,372.58148,226.58876,249.62968,467.48163,202.65088,453.21625,262.9719,505.96063,467.68558,159.0754,257.69168,557.9806,192.51816,543.5764,298.75626,484.67807,186.6355,438.2973,284.0007,469.9181,246.90471,445.26617,303.6074,368.8248,271.9077,348.71655,
1761241914613,SQUAT,36.589905,16.00296,31.889923,16.837402,48.372284,26.923187,15.865906,NaN,NaN,298.1553,398.01727,361.42737,227.09435,249.51521,458.0849,202.09886,442.08194,259.90204,499.38477,467.49484,157.67226,261.01495,560.31793,190.99702,543.4805,301.42856,473.18936,186.56644,424.81708,283.5088,460.1617,250.28043,433.23853,303.41803,353.74585,274.3626,337.87994,
1761241914663,SQUAT,37.56537,14.316528,23.127289,17.790771,49.83966,24.792297,15.850586,NaN,NaN,297.47968,387.0185,349.45312,226.77225,250.24808,448.75168,205.32324,434.43515,263.5722,490.63174,467.50446,155.94986,260.9476,561.54333,190.57782,543.75256,298.33145,463.48438,186.89632,413.6447,280.63168,445.03967,251.13556,420.24738,302.45425,341.70966,274.943,325.85907,
1761241914735,SQUAT,38.54785,13.050476,16.63736,14.963074,50.486755,10.300354,15.0295105,NaN,NaN,299.16074,377.92706,339.3792,226.97942,250.26758,437.9614,203.6214,424.91092,263.50394,482.54828,465.91092,156.82132,262.6069,559.7846,192.3831,544.82153,293.78812,453.005,186.27867,402.51825,275.98062,416.8853,246.73877,406.58496,303.8935,328.2862,277.19403,313.25668,
1761241914802,SQUAT,40.775513,12.835205,4.3079834,12.786438,59.518555,6.8124695,15.088928,NaN,NaN,301.6097,365.44135,324.66583,229.30168,249.55794,430.67426,201.53566,417.83905,267.81207,466.19278,461.8848,165.41818,262.21866,557.04675,190.95702,544.2603,296.2077,441.86206,186.09453,382.3435,278.44836,399.26328,246.62927,392.4508,307.77576,311.31,280.1077,296.22107,
1761241914887,SQUAT,40.17859,14.5642395,2.3379517,9.9021,66.73926,7.938965,13.924011,NaN,NaN,302.50626,346.91553,306.73694,234.10698,247.61258,417.49362,202.87947,402.92938,269.58368,467.23392,464.89597,165.30632,262.61423,555.65625,192.57173,545.75415,293.3055,423.47296,186.73431,356.7337,277.89236,380.98224,240.29997,373.04327,307.98773,295.23502,281.27133,281.311,
1761241914952,SQUAT,35.72467,14.3368225,15.075165,14.171631,63.765594,9.598541,13.939545,NaN,NaN,307.0023,327.778,292.05334,233.20667,249.45294,405.7654,203.05434,391.4286,269.3876,477.81958,462.74442,164.53557,262.51028,560.90906,192.61499,546.7374,297.32852,406.6927,183.78671,342.9271,286.24197,368.19397,239.16756,358.59543,309.43127,278.1642,284.4137,264.22467,
1761241915010,SQUAT,39.755676,16.717651,17.342773,12.201599,64.29599,16.979706,13.645782,NaN,NaN,309.45044,317.66333,277.90765,237.037,253.60013,395.84674,206.98598,379.1291,268.5523,474.3802,457.0374,167.34598,262.82516,559.6506,195.76505,547.449,301.76788,388.83194,185.54369,324.53595,301.46848,358.76562,238.33354,341.78592,312.76663,260.79254,287.42596,247.14676,
1761241915088,SQUAT,39.304382,16.206238,12.706726,11.679565,60.90381,8.623535,15.256851,NaN,NaN,311.6678,299.08737,259.783,236.8287,257.66025,384.76212,208.20108,368.55588,268.4457,459.84387,447.13715,173.46025,261.73694,559.3833,195.99324,547.70374,308.0912,366.81927,187.46233,305.91547,304.83707,336.5515,237.60715,327.92798,315.21606,244.37613,287.43143,229.11928,
1761241915176,SQUAT,42.552002,15.514252,14.689911,7.7492065,66.71469,30.148193,14.136871,NaN,NaN,312.54266,284.28604,241.73404,236.81027,259.22476,373.64383,210.15688,358.12958,265.31732,463.83478,449.14487,174.17299,263.44733,556.9961,196.2308,549.2469,306.31787,355.25458,186.76326,288.5399,306.97815,340.64713,238.98338,310.49893,316.15994,225.0102,287.0965,210.87332,
1761241915255,SQUAT,41.371674,15.050873,14.971039,4.2196655,67.25287,54.685486,15.440216,NaN,NaN,318.09055,270.58353,229.21185,239.26779,260.75528,362.16312,211.9522,347.11224,262.09982,460.60043,445.6294,174.21698,261.7235,555.00073,196.21524,550.78107,306.16052,341.90784,186.81924,274.65497,305.0656,352.57217,240.07341,297.8867,317.4013,213.96146,285.61493,198.52124,
1761241915334,SQUAT,40.652313,16.019043,16.026611,0.72698975,63.54306,69.13916,15.336548,NaN,NaN,319.88266,255.58815,214.93584,242.9957,259.63922,353.89417,212.36795,337.87512,259.32675,457.8952,441.8686,175.36948,261.38892,553.6048,197.14305,552.8778,321.41794,322.20667,192.18805,258.6636,315.23486,352.4678,242.52905,283.32864,318.2458,198.52165,291.13968,183.1851,
1761241915410,SQUAT,43.877182,17.10498,10.732544,0.8272095,67.3678,71.798065,15.75209,NaN,NaN,322.4164,245.82161,201.94443,245.91734,260.73587,347.6565,212.13853,330.5515,258.84296,454.878,444.14545,181.60829,261.9861,550.4011,196.15837,549.5739,306.36664,314.68854,193.66731,247.32074,306.41666,340.35138,245.43094,268.5533,323.55594,186.83061,292.09726,171.07852,
1761241915489,SQUAT,48.24623,15.954987,10.185852,1.0626831,72.26178,54.906006,16.892715,NaN,NaN,322.07028,239.45312,191.2069,248.8725,262.96194,339.83365,215.5032,323.87866,259.06216,445.45618,435.27032,183.24124,261.91522,548.6714,195.08635,547.6087,307.30804,307.1503,195.2719,234.88852,294.7894,314.15988,244.5125,259.25388,324.11172,178.63892,292.41727,161.7462,
1761241915568,SQUAT,50.72235,13.464783,7.6596375,0.25830078,75.11841,60.449005,17.498108,NaN,NaN,323.14917,232.77977,182.05742,246.11948,265.93045,336.75763,216.39809,323.29285,258.06842,448.43933,440.7797,182.96548,259.1178,549.21497,195.6181,549.47327,307.69824,306.28485,188.99614,231.16644,295.7818,311.09372,243.8837,250.64471,325.5586,170.34111,292.9082,152.843,
1761241915655,SQUAT,51.16333,11.616455,8.970306,1.0212402,74.53859,45.3963,17.759903,NaN,NaN,320.49982,231.80542,180.64209,244.07927,264.6634,333.85986,215.04993,322.2434,259.1223,445.5844,436.6141,184.27196,258.31287,548.0381,196.93047,547.01685,306.43674,303.0745,192.7062,228.5359,291.51935,292.89886,242.4065,247.50256,326.0271,167.33838,292.6234,149.57848,
1761241915726,SQUAT,51.665146,11.666901,10.407379,3.1835327,73.1911,41.088272,17.498077,NaN,NaN,317.33408,228.91183,177.24669,243.09442,265.6268,330.9452,216.26909,319.2783,259.44278,444.05634,433.64896,185.28491,259.2565,548.20056,197.59229,545.017,304.53934,301.28253,192.8821,228.09143,289.3598,286.11115,241.24214,245.02287,324.2002,166.53012,291.59326,149.03204,
1761241915811,SQUAT,52.081055,10.642517,8.889893,3.8727417,78.52493,59.936752,19.143936,NaN,NaN,319.39563,232.9639,180.88284,243.8049,265.62512,330.68713,217.64139,320.04462,260.93738,443.47845,434.58856,186.6052,258.07916,547.9979,197.89671,544.1252,307.09512,308.42767,197.3758,229.90274,295.68643,302.907,241.2084,242.97026,323.0985,168.0588,289.74884,148.91487,
1761241915883,SQUAT,50.55385,10.556305,5.068573,4.4900513,78.197235,54.31662,19.709564,NaN,NaN,315.3775,230.31944,179.7656,243.75287,264.63446,330.73337,217.37027,320.17706,261.72467,439.1954,434.12683,186.07008,259.1509,548.2157,196.43446,543.72565,307.21173,305.52692,198.33694,227.32968,288.89722,296.77884,240.57387,242.46222,321.42218,168.23563,290.76273,148.52606,
1761241915978,SQUAT,50.41469,13.328705,6.1173096,3.8745728,78.033966,47.80269,19.732819,NaN,NaN,314.97958,230.532,180.11731,242.25894,263.0358,334.12613,216.34297,320.79742,261.74216,439.0537,432.9364,186.42213,260.32587,548.01605,197.15959,544.1415,306.4197,306.0498,192.49442,228.01584,289.4427,291.05542,239.77481,243.25273,321.04486,168.54816,289.66782,148.81534,
1761241916058,SQUAT,51.47171,13.233795,10.19928,2.1262207,81.08681,49.48471,19.447784,NaN,NaN,314.95447,230.81677,179.34506,242.45901,262.4125,335.31418,215.79785,322.08038,260.06625,444.4064,434.20712,185.58476,260.42404,548.25867,196.9369,546.13245,306.34753,306.6599,192.63765,225.5731,287.94598,291.27563,238.98476,241.79092,320.04837,167.90283,288.86615,148.45505,
1761241916136,SQUAT,51.61531,14.234161,10.943512,1.145813,80.20978,49.134064,19.661423,NaN,NaN,314.39835,232.21848,180.60316,242.21492,262.30066,334.86484,215.8363,320.63068,259.64066,444.38504,433.44153,184.9387,260.76434,547.8674,197.31364,546.72156,306.44168,307.32303,191.08646,227.11325,288.59836,291.50372,238.75888,242.36966,319.1557,169.0163,288.55417,149.35487,
1761241916216,SQUAT,53.74791,14.923248,11.090271,2.4786377,85.13025,48.023865,19.561905,NaN,NaN,317.18097,235.43526,181.68735,242.15375,261.90637,334.87842,212.93155,319.95517,258.86664,443.78857,432.6983,184.42249,260.72162,548.1682,197.28181,545.6896,305.88568,311.96527,190.2537,226.83502,288.525,290.74805,236.7468,242.72418,319.29654,170.4447,288.10803,150.8828,
1761241916292,SQUAT,54.741013,14.72113,10.285919,1.4924927,86.01593,51.716812,20.87172,NaN,NaN,317.08755,235.9681,181.22708,242.26187,260.86508,335.91406,214.248,321.19293,258.30194,443.33905,433.05313,184.11507,259.22845,547.05023,198.39717,545.55774,306.16895,312.69534,189.32942,226.67941,288.7896,296.07495,237.11632,244.35814,318.55228,172.31598,290.95236,151.44426,
1761241916372,SQUAT,56.38687,15.228821,9.689972,1.6463013,85.95215,46.07756,20.47017,NaN,NaN,316.87573,237.39182,181.00494,242.41908,258.6385,338.34406,210.248,323.11523,255.79639,445.36594,435.67596,182.50781,259.3683,545.20996,197.22899,546.85626,299.85046,313.50845,187.55853,227.5563,289.64252,291.92368,238.08713,245.84612,318.85275,173.32024,291.57172,152.85007,
1761241916456,SQUAT,57.027298,15.818787,11.665741,0.34094238,82.67871,59.008118,21.275238,NaN,NaN,316.01416,238.14804,181.12074,244.64734,258.4253,336.3921,211.03703,320.5733,253.3675,445.54855,433.8828,178.87604,258.5238,544.8215,196.42308,544.4805,303.80975,310.03287,190.76764,227.35416,297.03622,306.46057,238.63406,247.45245,320.9089,176.75308,292.37158,155.47784,
1761241916529,SQUAT,58.811676,16.203094,12.930115,1.6136475,82.94348,75.015656,22.938889,NaN,NaN,315.38663,240.44376,181.63208,244.62144,254.38477,336.31088,207.95114,320.1078,252.35144,446.00964,433.07953,177.62628,257.24234,544.2805,195.70056,545.89417,299.15118,309.83313,189.61728,226.88965,299.74203,322.6706,240.53616,247.65494,320.97968,179.24867,293.91086,156.30978,
1761241916613,SQUAT,55.21808,15.422485,9.63736,1.5077515,81.414246,48.8313,23.177032,NaN,NaN,312.13922,239.16138,183.9433,243.16962,254.46062,337.18958,207.46745,321.7671,253.28352,446.40842,436.77106,178.90749,260.99557,546.32904,195.32507,547.8368,295.81122,313.7293,188.48016,232.31506,290.57413,297.42175,240.43239,248.59045,319.65643,178.95233,290.18353,155.7753,
1761241916688,SQUAT,54.511826,14.156921,6.8731384,1.7358398,79.79573,41.45778,20.190033,NaN,NaN,310.9637,237.73935,183.22752,238.73204,253.8729,338.59647,205.43283,324.43954,253.87946,448.14633,441.2732,179.96863,262.31396,548.6759,195.70186,546.94006,295.10086,313.7541,186.93655,233.95836,291.2392,289.76413,238.94366,248.30635,315.38257,175.8534,285.75922,155.66336,
1761241916774,SQUAT,53.328033,14.092316,7.7310486,1.5808716,71.89531,41.959747,18.822891,NaN,NaN,310.1951,237.53763,184.2096,236.65706,255.89479,338.9181,204.89517,324.82578,254.53288,446.55823,438.82718,184.20273,261.32642,548.59015,195.39066,547.0093,296.07944,309.84354,186.4993,237.94823,291.3594,290.13513,237.2672,248.17538,314.21967,173.00346,283.66266,154.18057,
1761241916861,SQUAT,46.380524,12.751892,6.5468445,0.58599854,68.05,51.051056,18.12561,NaN,NaN,309.1579,235.79364,189.41312,232.50443,256.3941,340.3627,205.80296,327.6108,260.1171,446.0049,439.45807,181.93779,262.3832,547.76825,194.97537,547.18225,296.7884,307.6957,185.40047,239.6457,294.24936,300.4884,234.5994,249.43735,310.28476,172.85643,277.33127,154.73082,
1761241916934,SQUAT,44.128616,14.18985,12.648254,3.5736084,62.6333,51.704453,16.789993,NaN,NaN,307.88434,239.29634,195.16772,230.0271,256.17007,343.82745,206.13269,329.6376,257.1905,449.67255,437.0243,179.79851,260.276,545.4696,196.1868,541.896,294.83636,312.0362,187.31677,249.4029,291.55084,303.00168,238.2232,251.29723,306.55728,174.14949,275.0362,157.3595,
1761241917012,SQUAT,45.87854,10.500671,7.943634,2.8060303,68.803345,70.99426,14.931824,NaN,NaN,308.17303,245.22626,199.34772,231.84,256.26227,346.1565,206.38904,335.65582,258.14795,453.07318,445.12955,181.71956,261.2304,547.2438,198.37271,544.43774,297.58652,320.30585,185.14665,251.5025,297.18088,328.84802,233.18265,257.85376,304.0883,180.25226,276.14026,165.32043,
1761241917091,SQUAT,42.0439,11.214294,12.978088,4.2369385,69.848816,65.71979,12.604324,NaN,NaN,308.69904,253.35739,211.31349,232.11339,255.44472,350.87152,206.76712,339.65723,262.55524,458.66125,445.68317,178.93968,261.67117,551.52277,198.53946,547.2858,298.46683,327.98883,183.82956,258.14,295.5331,331.14337,232.5903,265.42358,302.59802,188.49098,277.5024,175.88666,
1761241917169,SQUAT,41.28047,13.504913,14.1362915,5.7267456,71.61157,61.548553,14.866196,NaN,NaN,305.76297,261.64502,220.36455,231.23929,252.37619,359.77036,204.96996,346.26544,263.67935,461.0855,446.94922,172.63974,261.2116,551.4375,196.52733,545.71075,295.0604,337.7747,182.23447,266.16312,292.5321,336.83414,232.17151,275.28558,301.63007,202.93434,275.2732,188.06815,
1761241917256,SQUAT,44.60919,13.083496,8.654755,3.8166504,71.0029,77.63608,13.512253,NaN,NaN,302.9615,273.47516,228.86597,232.59314,249.9977,364.9008,205.1712,351.8173,267.24023,457.48566,448.8309,170.09196,262.59622,551.1377,197.00117,547.32104,293.64175,346.94672,186.78485,275.94382,313.8371,364.8568,236.22652,287.22073,300.91302,213.98108,280.68665,200.46883,
1761241917327,SQUAT,47.919235,15.281464,9.098694,5.345825,76.77377,27.941925,18.90335,NaN,NaN,308.58566,286.85736,238.93813,232.0981,253.2121,376.76587,203.95465,361.4844,268.74066,459.97217,450.87347,167.43533,262.55695,552.41907,195.00818,547.07324,299.60675,367.3423,184.92935,290.5685,284.08844,328.37457,243.09714,300.43265,305.78506,233.28519,278.51944,214.38184,
1761241917408,SQUAT,47.188965,14.443237,13.261475,8.399109,75.70569,27.84726,18.048553,NaN,NaN,312.1202,305.97278,258.7838,234.60274,253.77214,387.48236,203.71269,373.03912,261.65695,469.7049,456.44342,167.34215,263.55112,553.2574,195.01877,544.8583,305.30515,383.2997,188.04228,307.59402,282.87033,345.34943,240.79135,317.50217,310.2992,250.93488,282.81308,232.88632,
1761241917498,SQUAT,43.230164,14.449097,6.472351,7.2282104,80.111755,25.583344,16.134064,NaN,NaN,313.0691,321.78577,278.5556,234.53897,251.34848,399.17676,203.49863,384.72766,262.5484,465.73834,459.266,166.69511,262.34406,556.3108,193.51773,549.0826,306.99744,405.4406,182.94783,325.32886,281.94827,362.32132,237.42441,336.73798,309.28433,266.56073,281.58527,250.42667,
